query,count,#docs
inexigibilidade de licitação e atividades institucionais,1,1
"a prescrição da pretensão punitiva do tcu é contada a partir da data de ocorrência da irregularidade sancionada,",1,1
"inexigibilidade de licitação art. 25, i",1,29
a prescrição é matéria de ordem pública,1,6
inexigibilidade de licitação  e preço ,1,29
inexigibilidade de licitação  e carta de exclusividade,1,17
a proibição de contratar com a administração,1,4
inexigibilidade e artista e erro grosseiro,1,1
"a perda da condição de microempresa ou empresa de pequeno porte, por ser ato declaratório, é de responsabilidade da sociedade empresarial",1,1
inexigibilidade e atestado,1,18
inexigibilidade e contratação e empresa irregular ,1,2
a mera variação de preços ,1,5
a modelagem de aquisição por preço global de grupo de itens é,1,3
inexigibilidade e escritório ,1,8
inexigibilidade e equipamento,1,4
inexigibilidade e empresa e única e preço,1,2
inexigibilidade e economicidade,1,4
"a multa prevista no art. 58, inciso ii, da lei 8.443/92 não é aplicável a empresas e a terceiros",1,1
inexigibilidade e declaração do fabricante,1,3
a obrigação do contratado de manter,1,3
"a obrigação do contratado de manter, durante toda a execução do contrato, em compatibilidade com as obrigações por ele assumidas, todas as condições de habilitação e qualificação exigidas na licitação",1,2
inexigibilidade e curso e treinamento,1,2
inexigibilidade e curso e capacitação ,1,2
a omissão pode ser relevada e as contas julgadas regulares com ressalva,1,1
inexigibilidade e contrataçao direta pesquisa de preços,1,2
a partir do pedido,1,11
inexigibilidade e contratacao e banda,1,1
inexigibilidade e consultoria jurídica,1,1
a pagamento antecipado de serviço,1,4
inexigibilidade e confiança,1,2
inexigibilidade e conduta,1,2
inexigibilidade e concurso e escolha,1,1
inexigibilidade e concurso,1,1
inexigibilidade e competição ,1,57
inexigibilidade e causa,1,4
inexigibilidade e carta de exclusividade nao artista,1,2
inexigibilidade e carta de exclusividade,1,17
inexigibilidade e caput e 25,1,3
a partir da citação,1,24
inexigibilidade e telefonia movel,1,2
a existência de decisão judicial,1,45
inexigibilidade caixa e inexigibilidade bancos e inexigibilidade,1,1
instrução e obrigatório,1,8
a contratação de empresa para auxiliar a,1,7
interesse público e proposta e vantajosa,1,12
interesse público e empresa privada,1,9
interesse publico sob o particular,1,24
interesse privado e interesse subjetivo e interesse público e interesse privado,1,8
a contratação de fundação de apoio,1,25
a contratação de serviços de “buffet” ou “coffe break”,1,9
a contratação deve ser formalizada,1,2
"a contratação direta por inexigibilidade de licitação, com base no art. 25, inciso ii, da lei 8.666/1993, comporta a presença simultânea de três requisitos: ",1,1
interessado e interesses privados,1,1
interessado e direito subjetivo,1,19
"a contratação pela administração de empresas pertencentes a parentes de gestor público envolvido no processo caracteriza, diante do manifesto conflito de interesses, violação aos princípios constitucionais da moralidade e da impessoalidade",1,3
interessada e representante,1,31
intenção e registro e preços,1,2
a contratação por inexigibilidade de licitação com fornecedor ou prestador de serviço exclusivo,1,2
intenção e de e registro e de e preços,1,2
a cumulação de garantia de proposta,1,22
a data de conhecimento da irregularidade deve ser considerada como o termo inicial para a contagem do prazo de prescrição,1,1
intempestividade e intempestividade recurso e intempestivo,1,11
intempestividade e intempestividade recurso,1,65
a data limite para entrega da prestação de contas final ou a data da efetiva entrega,1,6
intelectual e pregão ,1,4
integridade e sistema,1,1
integrante e licitação e preços,1,6
integrante e licitação e planejamento,1,4
insumos e reequilibrio,1,8
insubsistencia e multa,1,1
instâncias e independência,1,191
a data para contagem do prazo e recurso,1,11
a condição de portador de deficiência,1,11
intermedia$ e compet$,1,13
interna e externa,1,95
investidura e comissão,1,4
irpj e csll na composição do bdi,1,10
a comprovação de credenciamento,1,3
irmã$ e germana$,1,2
ipca-e,1,6
início e prescrição,1,9
inépcia e aposentadoria e alteração,1,1
a comprovação de regularidade fiscal das microempresas e empresas de pequeno porte nas licitações públicas somente deve ser exigida quando da assinatura do contrato com a administração,1,1
inviabilidade e parcelamento e lotes,1,3
inviabilidade de competição e singularidade ,1,15
inviabilidade de competição e advocatício,1,6
inviabilidade de competição e  prestação de serviços    e inexigibilidade ,1,4
"inviabilidade de competição caput e art. 25, caput",1,3
investimentos não afetos a concessão,1,19
invalidez e reajuste,1,4
interna e fase e defesa,1,41
invalidez e permanente,1,56
invalidez após emenda 6-a,1,6
invalidez apos a maior idade,1,1
invalidez  e vigência,1,13
intimação e validade ,1,1
intimação e pessoal e notificação,1,8
intimacao e pauta,1,12
intervalo e mínimo e lances,1,3
intervalo e mínimo,1,4
intervalo e lances,1,3
"interrompido pelo ato que ordenar a citação, a audiência ou a oitiva da parte",1,3
interpretação e competitividade,1,3
interpretação e acórdão,1,98
instrução normativa 05 de obras e serviços de engenharia,1,1
instrução e obrigatória,1,8
inexigibilidade e unicidade,1,5
instrumentos e musicais,1,1
"a execução de contratos, eventuais alterações do projeto licitado devem ser precedidas de procedimento administrativo no qual fiquem adequadamente consignadas as justificativas",1,1
inidoneidade e impedimento e licitar,1,2
a exigência de apresentação de,1,107
inidoneidade e dolo,1,3
a exigência de apresentação de amostras,1,14
inidoneidade e direcionamento e dano ao erário,1,1
a exigência de capital social mínimo,1,36
"a exigência de comprovação da execução de quantitativos mínimos em obras ou serviços com características semelhantes, para fins de atestar a capacidade técnico-operacional, deve guardar proporção com a dimensão e a complexidade do objeto e recair, simultaneamente, sobre as parcelas de maior relevância e valor significativo. como regra, os quantitativos mínimos exigidos não devem ultrapassar 50% do previsto no orçamento base, salvo em condições especiais e devidamente justificadas no processo de licitação. ",1,2
inidoneidade e contratação direta,1,6
"a exigência de declaração do fabricante, carta de solidariedade",1,4
"a exigência de documentos que comprovem a qualificação técnica e a capacidade econômico-financeira das licitantes, desde que compatíveis com o objeto a ser licitado, não é apenas uma faculdade, mas um dever da administração, devendo ser essa exigência a mínima capaz de assegurar que a empresa contratada estará apta a fornecer os bens ou serviços pactuados. ",1,1
inidoneidade de empresa e prejuízo,1,5
inidoneidade  e fraude,1,122
inidoneas e suspensas,1,3
a exigência de número mínimo de atestados técnicos ,1,9
infração e finanças públicas,1,2
infração e administrativa e não prejuízo ,1,4
"a exigência de visita técnica antes da licitação é admitida, desde que atendidos os seguintes requisitos: (i) ",1,1
informações de ti e ti,1,482
informativo de licitações e contratos,1,1
inflação e imprevisível ,1,1
inferior a estimativa,1,12
"inexigibilidade, ii, art. 25 e ",1,50
inexigibilidade treinamento e aperfeiçoamento de pessoal,1,2
inexigibilidade licitação e lei 14.133/2021,1,2
inexigibilidade e único e serviço,1,4
a exigência do atestado de capacidade técnica,1,76
inexigibilidade e única,1,17
inexigibilidade e água,1,1
inidoneidade e licitar e abrangência,1,9
inidoneidade e licitar e efeitos,1,4
inidoneidade e nardes,1,11
inscrição e conselho ,1,11
institutos e nova lei ,1,3
institutos e jurisprudência,1,1
instituto de previdencia  e instituto de previdencia municipal,1,1
instituição brasileira e dispensa de licitação,1,1
instauração e tomada e contas e especial,1,145
instauração da tce e prescrição,1,3
a declaração de inidoneidade apenas produz efeitos ex-nunc,1,1
inspeção e ônus,1,8
insignif$ e excepci$,1,3
"a delegação a terceiros da prestação de serviços, em caráter exclusivo, de pagamento de remuneração de servidores ativos, inativos e pensionistas e outros serviços similares deve ser instrumentalizada por meio de contrato administrativo, não se admitindo a utilização de convênios ou instrumentos similares, haja vista a ausência, no objeto",1,1
"a desclassificação por inexequibilidade deve ser objetivamente demonstrada, a partir de critérios previamente publicados, após dar à licitante a oportunidade de demonstrar a exequibilidade de sua proposta. ",1,1
inscrição e habilitação,1,6
inscrição e cra,1,2
inscrição e concurso,1,17
a empresa contratada pelo poder público deve exigir da empresa eventualmente subcontratada a documentação relativa à regularidade fiscal prevista no art. 29 da lei 8.666/1993,1,1
inscrição e cadastro,1,8
inscrição de restos a pagar,1,7
inscrito em restos a pagar,1,4
insalubridade e planilha,1,1
"inquérito e ""fase interna""",1,3
inovação tecnológica e contratação direta,1,1
inovação e recurso,1,4
inovação e contrato de inovação,1,4
inobservancia e princípio vinculação instrumento convocatório,1,1
inmetro e habilitação,1,5
a despesa relativa à contratação de advogado ,1,2
inmetro e certificado,1,2
a dosimetria da multa aplicada pelo tcu ,1,23
inexigibilidade cursos  e inexigibilidade curso,1,4
inexigibilidade caixa e inexigibilidade bancos,1,1
dispensa emergencial e projeto,1,1
"acervo tecnico e capacidade técnico-operacional, transferência",1,6
impedimento e indireto ,1,3
impedimento e estatal,1,8
impedimento e dolo,1,2
impedimento e contratar e administração e ex e nunc,1,1
impedimento e contratar e administração e efeitos e ex e nunc,1,1
impedimento e consórcio e competitividade,1,1
impedimento e advocacia,1,3
impedimento e abrangência e 7º,1,8
abono e terço e férias e magistrado,1,1
impedimento de licitar e inidoneidade,1,2
abrangência da penalidade de suspensão temporária de licitar e contratar,1,5
impedimento de licitar e contratar ,1,10
absorvida e vpni e quaisquer,1,31
impacto orçamentário e financeiro,1,8
iluminação e pregão,1,1
ilegalidade e inconstitucionalidade,1,1
ilegalidade e habilitação e sindicato,1,1
absorvida e vpni e quaisquer e quintos,1,2
ilegalidade  e licitação,1,48
ilegal qualificação técnica e contrato,1,4
igpm e reajuste,1,1
abuso  e poder,1,35
idioma  e  estrangeiro,1,3
acarretar e administração e encargos e contratuais e superiores e oriundos ,1,3
identificação  e licitante,1,2
aceitabilidade e preços,1,56
horário e expediente,1,7
aceitação e provisória,1,4
horas e úteis,1,4
impedimento e licitar,1,10
impedimento e licitar ,1,10
impedimento e licitação e servidor,1,3
imprevisão e teoria,1,6
abono de permanência e lei complementar,1,1
imputação de responsabilidade a agentes políticos,1,8
impugnação e suspensivo,1,3
impugnação e pregão ,1,2
impugnação e prazo e decisão,1,3
abono de permanência e teto,1,1
impugnação e edital e licitação,1,12
impugnação e edital ,1,11
impugnação e edital,1,10
impugnação a edital de licitação ,1,11
improbidade e independência,1,11
improbidade e administrativa,1,21
improbidade administrativa e imprescr$,1,6
imprevisibilidade e obra aditamento,1,2
impedimento e proibição de contratar,1,1
abono e abono e férias,1,1
imprecisão e projeto básico ,1,3
imposto de renda e invalidez,1,2
imposto de renda e aposentadoria,1,2
importação e pagamento,1,2
implantação e diferenças,1,2
impessoalidade prejuízo e impessoalidade,1,1
impessoalidade e débito,1,2
impessoalidade e contratada,1,3
"impeditivos, modificativos e extintivos",1,2
impedimento e servidor,1,13
impedimento e sanção e nunc,1,2
abono e aposentado,1,5
acervo e tecnico e habilitação,1,4
hora-extra e servidor público estatutário,1,2
imóvel e permuta,1,4
hora extra e teto remuneratório,1,1
habilitação tecnica e exigências,1,129
habilitação rol taxativo e acordão 808/2003,1,1
habilitação pessoa física e jurídica,1,1
habilitação lote a lote,1,4
habilitação e único e profissional ou responsável  ,1,2
